Date, Reference Ozone Concentration (ppb),Temperature (C),Relative Humidity,Sensor Ozone Signal (1/uV)
9/3/14 12:30,18.2,23.2,29.41333333,11.526639
9/3/14 12:45,19.33333333,23.24587302,28.72285714,11.631986
9/3/14 13:00,17.46666667,23.46492063,27.99936508,11.353192
9/3/14 13:15,16.6,23.72460317,27.49603175,11.171203
9/3/14 13:30,15.93333333,24.12365079,27.17555556,10.960906
9/3/14 13:45,9.133333333,25.40650794,25.81888889,9.396954
9/3/14 14:00,13.86666667,27.06047619,23.79619048,9.929235
9/3/14 14:15,15.93333333,28.64126984,22.25968254,10.881205
9/3/14 14:30,17.35714286,30.04744898,21.02176871,10.986137
9/3/14 14:45,18.93333333,31.3468254,19.87015873,11.413664
9/3/14 15:00,20.6,32.8031746,18.85142857,11.549461
9/3/14 15:15,20.53333333,34.32888889,17.6931746,11.599006
9/3/14 15:30,23.6,35.8331746,16.44698413,12.173443
9/3/14 15:45,18.8,37.1447619,15.62269841,11.823215
9/3/14 16:00,26.06666667,38.4531746,14.48730159,12.249422
9/3/14 16:15,27.13333333,39.7247619,13.50285714,12.686011
9/3/14 16:30,28.66666667,40.90873016,12.60666667,12.662044
9/3/14 16:45,33.8,42.1968254,11.59507937,13.181019
9/3/14 17:00,33,43.36666667,11.0268254,12.913541
9/3/14 17:15,35.66666667,44.02142857,10.70142857,12.387188
9/3/14 17:30,36.26666667,44.7647619,10.24238095,11.686144
9/3/14 17:45,37.73333333,45.44238095,9.673333333,11.888587
9/3/14 18:00,40.33333333,45.93904762,8.961111111,12.15184
9/3/14 18:15,40.6,46.31349206,9.014603175,11.578541
9/3/14 18:30,41.26666667,46.60809524,8.764126984,11.44144
9/3/14 18:45,35.13333333,47.01444444,8.785873016,10.776968
9/3/14 19:00,39.26666667,47.28619048,8.738095238,10.767022
9/3/14 19:15,41.6,47.05396825,8.896984127,11.06661
9/3/14 19:30,39.66666667,47.15333333,8.739047619,10.78564
9/3/14 19:45,37.2,47.83904762,8.377619048,10.372248
9/3/14 20:00,37.46666667,48.57920635,8.084126984,10.304725
9/3/14 20:15,35.13333333,47.95412698,8.115873016,10.374298
9/3/14 20:30,38,47.30204082,8.506122449,10.621963
9/3/14 20:45,43.46666667,46.78619048,8.349365079,11.035981
9/3/14 21:00,43.66666667,46.86428571,8.533174603,10.64369
9/3/14 21:15,43.73333333,46.80968254,8.122857143,11.173383
9/3/14 21:30,41.5,46.11105442,8.277210884,11.052424
9/3/14 21:45,46.8,45.51936508,8.473650794,11.654796
9/3/14 22:00,46.07142857,44.69812925,8.589455782,11.66042
9/3/14 22:15,42.5,43.98571429,8.992857143,11.715481
